ID,LIMIT_BAL,MARRIAGE,EDUCATION,SEX,AGE,BILL_AMT1,BILL_AMT2,BILL_AMT3,TARGET
575,1.00E+05,1,1,2,33,83749,85463,87189,0
576,50000,1,1,2,37,38340,41362,34656,0
577,150000,1,1,2,35,92000,94000,96000,0
578,50000,1,1,2,37,7181,6908,5187,0
579,390000,1,1,2,34,827,827,827,0
580,230000,1,1,2,43,231187,231272,228653,0
581,1.00E+05,1,1,2,39,7565,460,98796,0
582,160000,1,1,2,38,27204,897,1066,0
583,180000,1,1,2,38,20793,18795,23194,0
584,2.00E+05,1,1,2,32,152856,156104,158279,0
585,320000,1,1,2,33,3266,12186,1403,0
586,120000,1,1,2,40,0,0,0,0
587,140000,1,1,2,39,13159,39243,41831,0
588,110000,1,1,2,41,107441,106808,75540,0
589,230000,1,1,2,39,481,12381,0,0
590,2.00E+05,1,1,2,35,166428,157908,150977,0
591,360000,1,1,2,39,724,1232,291,0
592,50000,1,1,2,35,26842,23540,16980,0
593,10000,1,1,2,37,2736,4050,5426,0
594,90000,1,1,2,35,91656,87106,48730,0
595,2.00E+05,1,1,2,35,119139,5844,3666,0
596,180000,1,1,2,40,51826,6699,6529,0
597,150000,1,1,2,39,16611,18540,18204,0
598,120000,1,1,2,34,380,380,380,0
599,260000,1,1,2,35,9801,11115,11930,0
600,80000,1,1,2,44,26524,23224,23141,0
601,80000,1,1,2,34,56340,57022,55081,0
602,170000,1,1,2,41,162880,164824,132485,0
603,50000,1,1,2,33,13244,14722,15181,0
604,420000,1,1,2,41,88948,79783,80575,0
605,260000,1,1,2,39,1973,1973,1973,0
606,240000,1,1,2,38,0,0,343,0
607,330000,1,1,2,39,123813,127050,135631,0
608,310000,1,1,2,33,2948,62593,152141,0
609,4.00E+05,1,1,2,40,115506,123607,140859,0
610,150000,1,1,2,34,21787,22817,24134,0
611,50000,1,1,2,39,48308,48019,48647,0
612,120000,1,1,2,39,118016,117738,120127,0
613,2.00E+05,1,1,2,38,1418,3052,3538,0
614,140000,1,1,2,41,88588,86625,89226,0
615,410000,1,1,2,39,34405,18612,19975,0
616,160000,1,1,2,34,75636,77220,79129,0
617,170000,1,1,2,38,171992,168531,171440,0
618,240000,1,1,2,40,75830,50787,51524,0
619,80000,1,1,2,37,21072,2520,-3990,0
620,230000,1,1,2,39,24739,19712,18175,0
621,350000,1,1,2,38,42518,31386,24540,0
622,2.00E+05,1,1,2,40,118532,121068,119122,0
623,80000,1,1,2,43,77995,79552,81392,0
624,50000,1,1,2,34,46346,49612,48546,0
625,2.00E+05,1,1,2,36,126027,129008,130376,0
626,180000,1,1,2,35,158245,161695,163620,0
627,50000,1,1,2,39,43607,45375,46836,0
628,150000,1,1,2,35,0,0,0,0
629,220000,1,1,2,38,215979,210475,216513,0
630,390000,1,1,2,37,35369,22238,7809,0
631,170000,1,1,2,38,0,0,0,0
632,70000,1,1,2,38,67906,68201,69003,0
633,210000,1,1,2,40,98,1090,0,0
634,90000,1,1,2,36,20052,79532,79872,0
635,380000,1,1,2,39,118624,118871,120550,0
636,180000,1,1,2,41,52824,53165,54842,0
637,50000,1,1,2,36,48238,35194,9802,0
638,50000,1,1,2,39,23469,23110,22792,0
639,1.00E+05,1,1,2,35,13565,8130,-332,0
640,150000,1,1,2,43,75918,77025,0,0
641,30000,1,1,2,40,6630,3842,3631,0
642,10000,1,1,2,36,9545,10443,7329,0
643,290000,1,1,2,35,10608,34470,11888,0
644,130000,1,1,2,42,0,0,388,0
645,90000,1,1,2,35,0,0,0,0
646,120000,1,1,2,36,108264,109427,111238,0
647,50000,1,1,2,38,44625,46078,46689,0
648,150000,1,1,2,38,20441,26417,1091,0
649,5.00E+05,1,1,2,41,82715,29004,104650,0
650,2.00E+05,1,1,2,35,38616,40612,32801,0
651,20000,1,1,2,41,17287,13864,14534,0
652,380000,1,1,2,35,0,292,7352,0
653,70000,1,1,2,37,53972,23149,23968,0
654,50000,1,1,2,38,42058,35340,22110,0
655,350000,1,1,2,40,403,403,1351,0
656,1.00E+05,1,1,2,37,6768,13054,10489,0
657,1.00E+05,1,1,2,36,22320,15193,13516,0
658,90000,1,1,2,37,43810,44504,46174,0
659,60000,1,1,2,40,58204,56930,56616,0
660,150000,1,1,2,36,152105,137472,118583,0
661,210000,1,1,2,39,-200,-200,-200,0
662,260000,1,1,2,40,0,0,0,0
663,330000,1,1,2,39,95255,101046,100349,0
664,270000,1,1,2,41,25343,40414,39956,0
665,30000,1,1,2,39,29632,30239,30526,0
666,180000,1,1,2,38,2217,0,8264,0
667,220000,1,1,2,31,3484,6742,4028,0
668,50000,1,1,2,37,49869,42146,43927,0
669,2.00E+05,3,1,2,30,399,2430,0,0
670,120000,1,1,2,43,0,0,0,0
671,150000,1,1,2,38,675,0,0,0
672,170000,1,1,2,42,0,427,427,0
673,160000,1,1,2,37,396,396,396,0
674,120000,1,1,2,42,2284,2007,1371,0
675,220000,1,1,2,37,0,2500,0,0
676,2.00E+05,1,1,2,37,1269,3784,5755,0
677,150000,1,1,2,41,0,1870,669,0
678,470000,1,1,2,40,215666,209106,207970,0
679,20000,1,1,2,37,19388,18807,18235,0
680,20000,1,1,2,39,24348,24025,23391,0
681,520000,1,1,2,33,98615,102085,102762,0
682,5.00E+05,1,1,2,42,16090,36635,75434,0
683,2.00E+05,1,1,2,34,124652,109401,63518,0
684,240000,1,1,2,44,236772,201463,187916,0
685,60000,1,1,2,42,48867,49979,51316,0
686,350000,1,1,2,36,8760,5882,9845,0
687,250000,1,1,2,37,18761,10656,7099,0
688,60000,1,1,2,35,57966,3751,72334,0
689,260000,1,1,2,35,0,926,650,0
690,260000,1,1,2,41,73223,66672,64075,0
691,150000,1,1,2,33,109835,110255,110247,0
692,2.00E+05,1,1,2,41,5766,6786,7796,0
693,380000,1,1,2,37,0,0,0,0
694,50000,1,1,2,39,11023,9497,4273,0
695,240000,1,1,2,39,0,0,0,0
696,50000,1,1,2,38,51671,50272,49293,0
697,2.00E+05,1,1,2,36,17160,7289,2868,0
698,120000,1,1,2,38,82865,82741,62914,0
699,390000,1,1,2,39,33808,15275,17331,0
700,450000,1,1,2,39,3087,2081,198,0
701,250000,1,1,2,34,22423,16296,32631,0
702,2.00E+05,1,1,2,34,110151,99530,98951,0
703,140000,1,1,2,40,0,850,2620,0
704,50000,1,1,2,33,22923,23264,23879,0
705,430000,1,1,2,35,402396,384100,375827,0
706,80000,1,1,2,36,2587,2587,50097,0
707,140000,1,1,2,33,135034,133283,132765,0
708,50000,1,1,2,42,43259,35307,23096,0
709,30000,1,1,2,28,27862,29106,29784,0
710,210000,1,1,2,41,194358,185907,180618,0
711,170000,1,1,2,37,64142,54347,55677,0
712,350000,1,1,2,38,51672,31250,29178,0
713,240000,1,1,2,34,4480,1725,10062,0
714,30000,1,1,2,37,0,0,0,0
715,3.00E+05,1,1,2,40,3289,5189,7128,0
716,140000,1,1,2,34,137708,140804,137635,0
717,450000,1,1,2,38,11343,75083,25273,0
718,760000,1,1,2,44,447670,455970,462497,0
719,160000,1,1,2,37,24465,7747,17002,0
720,140000,1,1,2,40,137952,141168,143215,0
721,60000,1,1,2,42,60381,39798,38344,0
722,210000,1,1,2,36,164015,155235,151267,0
723,490000,1,1,2,44,25015,20912,18817,0
724,1.00E+05,1,1,2,37,100751,99777,99479,0
725,80000,1,1,2,41,82891,80997,81380,0
726,50000,1,1,2,42,38909,14512,0,0
727,2.00E+05,1,1,2,43,9918,10971,11817,0
728,3.00E+05,1,1,2,34,7733,7424,8042,0
729,20000,1,1,2,37,18186,19086,19618,0
730,2.00E+05,1,1,2,41,22371,24569,28630,0
731,310000,1,1,2,37,3595,4073,11263,0
732,90000,1,1,2,40,0,0,0,0
733,180000,1,1,2,34,0,0,0,0
734,350000,1,1,2,36,49184,20738,47631,0
735,360000,1,1,2,37,270528,267435,193910,0
736,20000,1,1,2,41,18467,19106,19690,0
737,170000,1,1,2,38,106146,115333,128440,0
738,2.00E+05,1,1,2,40,1554,1645,1408,0
739,60000,3,1,2,38,41322,29091,28097,0
740,60000,1,1,2,35,58563,58344,57920,0
741,1.00E+05,1,1,2,41,10882,11952,13047,0
742,2.00E+05,1,1,2,32,665,2618,963,0
743,160000,1,1,2,39,76445,78013,19007,0
744,90000,1,1,2,32,1243,0,2366,0
745,270000,1,1,2,33,73953,68207,55382,0
746,2.00E+05,1,1,2,31,73494,82253,179964,0
747,50000,1,1,2,37,50131,28152,20746,0
748,120000,1,1,2,35,231,6665,880,0
749,3.00E+05,1,1,2,38,316,316,316,0
750,80000,1,1,2,40,-50,-440,170,0
751,80000,1,1,2,37,66321,63695,33283,0
752,280000,1,1,2,38,8719,844,0,0
753,2.00E+05,1,1,2,42,10755,9981,7843,0
754,5.00E+05,1,1,2,36,110651,94609,95607,0
755,340000,1,1,2,39,1933,2855,872,0
756,60000,1,1,2,37,58501,59225,59592,0
757,50000,1,1,2,38,15345,14812,16696,0
758,390000,1,1,2,35,0,0,0,0
759,70000,1,1,2,36,18757,19764,20539,0
760,50000,1,1,2,35,24132,20109,19932,0
761,50000,1,1,2,38,26240,26996,28056,0
762,230000,1,1,2,33,216409,221419,224753,0
763,120000,1,1,2,35,92007,87939,82094,0
764,80000,1,1,2,37,808,808,1672,0
765,180000,1,1,2,37,4745,5865,6059,0
766,140000,1,1,2,38,102502,101164,99579,0
767,150000,1,1,2,41,0,13206,10227,0
768,160000,1,1,2,42,19477,10477,7396,0
769,90000,1,1,2,41,104494,99941,95197,0
770,320000,1,1,2,37,46758,31422,33619,0
771,30000,1,1,2,34,24874,26163,26449,0
772,110000,3,1,2,35,165090,106448,103618,0
773,5.00E+05,1,1,2,44,51132,8830,7570,0
774,140000,1,1,2,36,93384,93443,57219,0
775,20000,1,1,2,37,18290,20144,19106,0
776,5.00E+05,1,1,2,38,31504,27546,20189,0
777,190000,1,1,2,39,144414,145572,142816,0
778,50000,1,1,2,35,43747,44488,47342,0
779,50000,1,1,2,33,8540,9875,11396,0
780,680000,1,1,2,38,18314,16088,17806,0
781,250000,1,1,2,39,126751,129559,132714,0
782,30000,1,1,2,36,26844,26414,27189,0
783,270000,1,1,2,34,24769,22546,21345,0
784,30000,1,1,2,39,29388,27850,28525,0
785,1.00E+05,1,1,2,39,45756,9187,5408,0
786,4.00E+05,1,1,2,38,6573,8155,11724,0
787,230000,1,1,2,30,8756,930,8400,0
788,240000,1,1,2,34,11671,10030,8132,0
789,80000,1,1,2,40,494,329,4724,0
790,220000,1,1,2,43,33710,33702,31682,0
791,140000,1,1,2,36,13497,15680,3400,0
792,50000,1,1,2,39,48719,49966,32538,0
793,50000,1,1,2,38,33567,0,28971,0
794,50000,1,1,2,40,42284,31512,26097,0
795,180000,1,1,2,40,787,398,0,0
796,1.00E+05,1,1,2,35,71978,73715,74621,0
797,50000,1,1,2,34,15639,10504,11824,0
798,90000,1,1,2,39,83480,89264,89896,0
799,60000,1,1,2,40,22226,18597,13801,0
800,80000,1,1,2,37,16007,19643,23213,0
801,360000,1,1,2,35,9152,6329,21830,0
802,3.00E+05,1,1,2,37,163,2508,8534,0
803,150000,1,1,2,40,132214,135140,135263,0
804,150000,1,1,2,36,118533,119911,123914,0
805,80000,1,1,2,38,81053,79337,82698,0
806,250000,1,1,2,37,279640,252913,243075,0
807,150000,1,1,2,36,30697,40139,49410,0
808,210000,1,1,2,46,26749,34451,25200,0
809,50000,1,1,2,37,14465,48796,50206,0
810,5.00E+05,1,1,2,38,201013,197982,137786,0
811,170000,1,1,2,35,2754,2754,2754,0
812,280000,1,1,2,40,74267,54500,5520,0
813,180000,1,1,2,39,2654,-632,-632,0
814,20000,1,1,2,36,17432,1165,19325,0
815,60000,1,1,2,43,40784,41723,42665,0
816,30000,1,1,2,35,9730,0,0,0
817,230000,1,1,2,31,9358,13482,17874,0
818,2.00E+05,1,1,2,38,0,0,12888,0
819,380000,1,1,2,43,288908,288614,245375,0
820,220000,1,1,2,43,0,420,0,0
821,50000,1,1,2,35,44894,43924,36549,0
822,70000,1,1,2,35,105338,100820,96815,0
823,180000,1,1,2,41,129728,132185,126527,0
824,90000,1,1,2,38,421,9522,9223,0
825,130000,1,1,2,37,73903,74661,75593,0
826,3.00E+05,1,1,2,42,0,200,200,0
827,170000,1,1,2,33,416,416,632,0
828,260000,1,1,2,38,120108,107696,103745,0
829,1.00E+05,1,1,2,35,54933,56151,56677,0
830,2.00E+05,1,1,2,39,5780,105,105,0
831,360000,1,1,2,29,0,0,0,0
832,460000,1,1,2,41,4533,9023,8317,0
833,2.00E+05,1,1,2,40,59373,55040,54414,0
834,5.00E+05,1,1,2,38,140,94,39,0
835,260000,1,1,2,39,154489,143383,132873,0
836,80000,1,1,2,35,78726,78837,76792,0
837,130000,1,1,2,35,2048,2529,11929,0
838,3.00E+05,1,1,2,37,5551,6564,7954,0
839,50000,1,1,2,42,48591,48896,48587,0
840,260000,1,1,2,39,228,340,352,0
841,180000,1,1,2,29,258662,265416,279551,0
842,210000,1,1,2,37,15663,8513,8607,0
843,50000,1,1,2,39,47060,48481,49505,0
844,30000,1,1,2,37,12351,13068,12568,0
845,50000,1,1,2,41,36696,46041,47890,0
846,130000,1,1,2,38,7964,8976,9998,0
847,230000,1,1,2,33,2078,380,2100,0
848,130000,1,1,2,39,3621,4530,6627,0
849,150000,1,1,2,39,3081,7997,8710,0
850,360000,1,1,2,41,0,0,0,0
851,180000,1,1,2,42,0,0,0,0
852,1.00E+05,1,1,2,43,94245,95268,96620,0
853,320000,1,1,2,44,11684,1127,1943,0
854,30000,1,1,2,35,27943,30734,28092,0
855,50000,1,1,2,37,0,0,0,0
856,2.00E+05,1,1,2,39,200,200,200,0
857,170000,1,1,2,37,76704,50301,50896,0
858,450000,1,1,2,40,0,0,0,0
859,250000,1,1,2,40,0,0,1859,0
860,130000,1,1,2,33,113707,115323,120461,0
861,20000,1,1,2,36,19727,20330,20199,0
862,20000,1,1,2,32,9930,8176,6860,0
863,180000,1,1,2,28,3063,4083,4634,0
864,80000,1,1,2,36,56373,57301,58017,0
865,90000,1,1,2,34,36703,38089,40162,0
866,90000,1,1,2,36,86155,92406,90049,0
867,270000,1,1,2,35,0,2521,5145,0
868,170000,1,1,2,35,136460,139216,143695,0
869,340000,1,1,2,37,13454,14544,-2429,0
870,60000,1,1,2,35,11976,13462,15231,0
871,180000,1,1,2,33,136055,136095,136201,0
872,50000,1,1,2,43,16397,17378,17523,0
873,210000,1,1,2,39,820,820,820,0
874,2.00E+05,1,1,2,38,389,389,389,0
875,140000,1,1,2,39,326,326,6410,0
876,2.00E+05,1,1,2,38,68244,65243,61590,0
877,20000,1,1,2,38,20030,18808,17080,0
878,480000,1,1,2,36,24887,27984,82870,0
879,3.00E+05,1,1,2,38,5361,2700,3822,0
880,170000,1,1,2,34,0,213,2592,0
881,160000,1,1,2,37,5207,207,207,0
882,50000,1,1,2,39,55329,51870,53164,0
883,360000,1,1,2,41,5375,0,7799,0
884,360000,1,1,2,39,0,0,0,0
885,120000,1,1,2,33,50620,15000,100,0
886,1.00E+05,1,1,2,37,81786,84489,86298,0
887,50000,1,1,2,34,37862,17545,18537,0
888,30000,1,1,2,34,17462,27086,28299,0
889,270000,1,1,2,37,96131,98635,39177,0
890,120000,1,1,2,41,119796,117229,239224,0
891,50000,1,1,2,37,24091,13698,14908,0
892,110000,1,1,2,37,106963,101958,85914,0
893,210000,1,1,2,37,87292,89534,89173,0
894,20000,1,1,2,43,19295,19639,18541,0
895,160000,1,1,2,38,105313,109030,109731,0
896,180000,1,1,2,37,147310,152047,143809,0
897,50000,1,1,2,34,46337,47384,48382,0
898,350000,1,1,2,39,5372,12179,0,0
899,30000,1,1,2,32,28509,29739,29372,0
900,50000,1,1,2,35,50770,50709,49814,0
901,80000,1,1,2,38,30013,33514,34662,0
902,180000,1,1,2,38,143900,0,0,0
903,2.00E+05,1,1,2,33,80528,83190,85944,0
904,70000,1,1,2,27,65793,26665,22630,0
905,90000,1,1,2,35,88015,69701,52046,0
906,390000,1,1,2,39,282849,281836,284397,0
907,210000,1,1,2,41,140,140,140,0
908,2.00E+05,1,1,2,34,0,10221,1356,0
909,80000,1,1,2,33,76817,74554,43727,0
910,50000,1,1,2,39,44663,48045,47306,0
911,120000,1,1,2,35,3730,5006,4782,0
912,80000,1,1,2,38,73722,75323,64277,0
913,260000,1,1,2,37,411,209,217,0
914,250000,1,1,2,30,147934,149485,152678,0
915,20000,1,1,2,42,16112,16851,16292,0
916,260000,1,1,2,40,279670,286796,295631,0
917,120000,1,1,2,34,70282,71463,60364,0
918,230000,1,1,2,33,2223,2233,159,0
919,50000,1,1,2,41,1460,1625,3505,0
920,290000,1,1,2,38,273270,272944,286497,0
921,50000,1,1,2,44,48782,47708,49846,0
922,50000,1,1,2,37,236,4324,1861,0
923,120000,1,1,2,40,1192,696,1210,0
924,5.00E+05,1,1,2,39,119193,163856,170201,0
925,110000,1,1,2,34,316,316,316,0
926,140000,1,1,2,41,28332,27464,-1116,0
927,80000,1,1,2,38,4073,3863,8109,0
928,20000,1,1,2,35,14619,17216,16642,0
929,80000,1,1,2,36,75149,76786,72626,0
930,30000,1,1,2,36,26840,25311,25906,0
931,60000,1,1,2,40,57392,60254,58971,0
932,330000,1,1,2,40,3166,-206,3429,0
933,20000,1,1,2,36,20733,20109,20126,0
934,5.00E+05,1,1,2,39,600,300,501,0
935,1.00E+05,1,1,2,36,51650,53294,53779,0
936,20000,1,1,2,37,5347,-1077,3347,0
937,1.00E+05,1,1,2,38,0,0,0,0
938,90000,1,1,2,33,60769,61943,62082,0
939,10000,1,1,2,36,7170,8240,8050,0
940,5.00E+05,2,1,2,40,0,0,0,0
941,3.00E+05,2,1,2,37,688,3280,0,0
942,150000,1,1,2,39,-1474,137049,145900,0
943,50000,2,1,2,38,48355,49715,49736,0
944,50000,2,1,2,41,47911,48418,7000,0
945,130000,2,1,2,33,1183,2183,2000,0
946,50000,2,1,2,41,2926,1252,435,0
947,80000,1,1,2,39,74377,76137,78366,0
948,120000,1,1,2,36,579,2718,1280,0
949,4.00E+05,1,1,2,37,5581,2833,1162,0
950,380000,1,1,2,41,0,767,4090,0
951,180000,2,1,2,37,14222,14701,17322,0
952,210000,2,1,2,38,1649,1000,0,0
953,240000,2,1,2,36,240790,224497,213580,0
954,160000,2,1,2,35,6919,2384,3642,0
955,3.00E+05,2,1,2,33,3854,142,0,0
956,220000,2,1,2,35,652,326,1070,0
957,160000,1,1,2,33,99496,97013,98427,0
958,490000,1,1,2,36,0,0,0,0
959,130000,2,1,2,36,3359,-191,191,0
960,360000,1,1,2,43,17154,4536,4500,0
961,220000,1,1,2,34,1193,1525,3067,0
962,1.00E+05,2,1,2,40,107669,107529,73323,0
963,170000,2,1,2,34,47742,45529,42805,0
964,360000,1,1,2,36,101953,125238,205209,0
965,2.00E+05,2,1,2,36,784,1972,2577,0
966,50000,1,1,2,39,4270,1600,3106,0
967,90000,2,1,2,36,3030,0,0,0
968,310000,2,1,2,40,37085,23506,12191,0
969,90000,2,1,2,34,0,0,0,0
970,70000,2,1,2,37,64586,62983,64885,0
971,30000,2,1,2,42,29362,29819,30582,0
972,50000,2,1,2,37,49156,50162,49170,0
973,230000,2,1,2,38,64062,56716,30038,0
974,3.00E+05,1,1,2,34,1246,1217,338,0
975,360000,2,1,2,42,22233,22935,23816,0
976,170000,1,1,2,31,3022,2742,4592,0
977,180000,2,1,2,37,2177,1175,0,0
978,280000,1,1,2,39,3596,959,1067,0
979,150000,2,1,2,36,126810,58955,29332,0
980,280000,1,1,2,41,207982,196055,182099,0
981,80000,2,1,2,38,100,980,28798,0
982,180000,1,1,2,37,116218,124296,128002,0
983,230000,1,1,2,32,-430,16659,1982,0
984,30000,3,1,2,36,22582,26518,25814,0
985,170000,2,1,2,34,26359,5275,0,0
986,240000,1,1,2,37,0,0,0,0
987,80000,1,1,2,43,0,0,0,0
988,160000,1,1,2,42,18056,19385,20093,0
989,250000,2,1,2,34,661,661,268,0
990,20000,1,1,2,38,17895,13576,18286,0
991,10000,2,1,2,38,7165,8647,9247,0
992,30000,2,1,2,39,4512,6628,9222,0
993,60000,2,1,2,43,4837,3642,6232,0
994,360000,1,1,2,40,0,2819,2600,0
995,2.00E+05,1,1,2,41,68262,53329,44222,0
996,30000,2,1,2,29,1445,3410,5338,0
997,20000,2,1,2,39,20288,20293,20196,0
998,350000,2,1,2,44,16476,21256,25750,0
999,320000,1,1,2,41,289260,297888,304025,0
1000,310000,1,1,2,33,286506,262830,210583,0
1001,310000,1,1,2,35,30691,27595,29616,0
1002,320000,1,1,2,39,5159,967,14331,0
1003,140000,2,1,2,36,65640,66998,68201,0
1004,20000,2,1,2,40,18977,18374,18458,0
1005,2.00E+05,2,1,2,38,959,451,-1,0
1006,280000,1,1,2,37,295786,305529,311081,0
1007,260000,1,1,2,34,690,2500,0,0
1008,90000,2,1,2,31,2381,2908,1051,0
1009,120000,2,1,2,40,103944,97248,99283,0
1010,60000,1,1,2,40,57033,58994,59732,0
1011,50000,2,1,2,37,25126,26697,28222,0
1012,110000,2,1,2,34,0,0,0,0
1013,150000,2,1,2,36,23165,24515,25592,0
1014,80000,2,1,2,38,-137,41873,11047,0
1015,280000,2,1,2,35,119587,122015,130286,0
1016,280000,2,1,2,38,11536,3408,8220,0
1017,50000,1,1,2,41,45561,47322,49054,0
1018,270000,2,1,2,40,39004,28963,23021,0
1019,50000,2,1,2,37,45194,22298,16055,0
1020,20000,2,1,2,40,7666,6664,6598,0
1021,230000,1,1,2,36,11000,0,8100,0
1022,20000,2,1,2,41,16787,18464,0,0
1023,130000,2,1,2,36,58811,44572,10348,0
1024,20000,2,1,2,39,264,264,2227,0
1025,230000,2,1,2,38,20887,18705,17295,0
1026,2.00E+05,1,1,2,41,0,0,0,0
1027,130000,1,1,2,42,127125,78165,79306,0
1028,140000,2,1,2,36,143107,138581,123491,0
1029,20000,2,1,2,39,21763,21145,20930,0
1030,230000,1,1,2,34,1313,1414,1258,0
1031,50000,1,1,2,43,173,274,0,0
1032,260000,2,1,2,36,235799,124838,116164,0
1033,480000,1,1,2,40,0,8389,6375,0
1034,4.00E+05,2,1,2,40,24478,10841,53336,0
1035,2.00E+05,2,1,2,36,7464,22182,10373,0
1036,6.00E+05,1,1,2,31,2585,1649,3474,0
1037,20000,2,1,2,39,170,-220,-610,0
1038,50000,1,1,2,34,44749,46229,46798,0
1039,150000,1,1,2,36,89327,90666,91721,0
1040,2.00E+05,1,1,2,40,780,0,390,0
1041,50000,2,1,2,36,8000,6881,8127,0
1042,80000,1,1,2,34,27653,26703,26856,0
1043,2.00E+05,1,1,2,34,71656,63331,54977,0
1044,5.00E+05,2,1,2,38,77257,73089,81210,0
1045,120000,2,1,2,40,9383,16571,16607,0
1046,80000,1,4,2,32,19578,18231,17950,0
1047,50000,2,4,2,40,53651,51703,48675,0
1048,240000,1,4,2,40,233161,238187,243554,0
1049,260000,1,4,2,39,28700,29484,28592,0
1050,2.00E+05,2,4,2,35,0,0,0,0
1051,1.00E+05,1,4,2,35,49707,48657,49699,0
1052,50000,2,1,2,31,31292,32766,34426,0
1053,90000,1,4,2,37,3388,0,0,0
1054,230000,1,4,2,39,390,390,390,0
1055,70000,2,1,2,39,61401,62712,63586,0
1056,560000,1,4,2,37,168211,139873,142391,0
1057,140000,2,1,2,38,7845,12338,13919,0
1058,50000,2,4,2,38,14536,10827,9594,0
1059,50000,2,4,2,37,46926,18385,11097,0
1060,80000,1,1,2,46,79108,78637,75688,0
1061,70000,2,1,2,40,65275,68595,67916,0
1062,380000,1,1,2,40,472,14985,10472,0
1063,80000,1,4,2,40,80906,82789,80903,0
1064,240000,2,1,2,37,89988,27329,21061,0
1065,250000,2,1,2,31,12044,3260,4037,0
1066,30000,2,4,2,43,20194,24860,24180,0
1067,50000,2,4,2,31,9923,5088,5625,0
1068,50000,1,4,2,35,48050,47238,47722,0
1069,180000,1,1,2,38,68450,69818,71298,0
1070,250000,2,1,2,37,73,2244,3119,0
1071,430000,2,4,2,41,2548,12020,2539,0
1072,80000,2,1,2,37,74380,68820,59079,0
1073,80000,1,1,2,35,79862,80921,79627,0
1074,180000,1,1,2,37,181302,181271,180439,0
1075,180000,1,1,2,36,1660,2701,1832,0
1076,180000,1,1,2,37,36484,24049,89271,0
1077,360000,1,4,2,38,9011,4045,1780,0
1078,5.00E+05,1,1,2,38,8030,13156,12724,0
1079,270000,2,1,2,38,9711,9363,13951,0
1080,150000,1,1,2,44,1221,176,0,0
1081,230000,1,4,2,32,33907,35038,36574,0
1082,110000,2,1,2,32,113093,106321,107630,0
1083,20000,2,4,2,37,10642,11677,13070,0
1084,350000,1,1,2,34,291,291,291,0
1085,1.00E+05,2,1,2,32,20068,21226,22573,0
1086,120000,2,1,2,36,316,316,316,0
1087,170000,2,2,2,36,2860,15643,1104,0
1088,110000,2,1,2,35,35370,30661,62708,0
1089,260000,1,1,2,43,598,2268,2268,0
1090,180000,2,1,2,41,43374,38842,37895,0
1091,130000,1,2,2,37,99801,102403,103828,0
1092,3.00E+05,1,2,2,38,0,5215,0,0
1093,2.00E+05,2,1,2,35,504,2502,21699,0
1094,5.00E+05,1,2,2,35,455977,397418,392278,0
1095,250000,2,1,2,39,8769,990,0,0
1096,80000,2,2,2,33,47867,31925,731,0
1097,1.00E+05,2,1,2,40,70542,72400,74192,0
1098,310000,2,1,2,45,175357,168933,163384,0
1099,30000,2,2,2,41,23860,23192,30042,0
1100,50000,2,2,2,45,22591,21523,24538,0
1101,150000,2,2,2,40,157051,161665,0,0
1102,50000,1,2,2,35,21986,21520,20979,0
1103,30000,2,1,2,39,14294,15253,2142,0
1104,20000,2,1,2,39,4647,3567,20330,0
1105,180000,2,2,2,33,176731,177490,178659,0
1106,180000,1,2,2,39,182329,177183,177694,0
1107,160000,1,1,2,40,-220,390,170,0
1108,230000,1,2,2,38,19505,20715,19750,0
1109,50000,1,2,2,38,48095,26873,27774,0
1110,1.00E+05,2,2,2,43,0,0,0,0
1111,150000,1,2,2,38,106396,105332,82191,0
1112,110000,2,2,2,36,46633,49569,42867,0
1113,320000,2,1,2,41,2419,3193,5127,0
1114,260000,1,2,2,40,112501,110395,112288,0
1115,50000,1,2,2,38,23912,23242,25451,0
1116,20000,2,2,2,41,1650,1650,1650,0
1117,2.00E+05,1,1,2,39,-50,-50,-50,0
1118,460000,2,1,2,40,16560,12570,19403,0
1119,160000,2,1,2,34,2431,5026,3720,0
1120,270000,2,1,2,34,3095,2340,0,0
1121,490000,1,2,2,37,208353,205873,210880,0
1122,2.00E+05,1,1,2,32,9212,0,261,0
1123,290000,2,1,2,33,159165,167485,167930,0
1124,280000,1,1,2,35,1908,12699,7819,0
1125,420000,1,2,2,38,3663,4338,3400,0
1126,7.00E+05,2,1,2,38,8277,18282,130130,0
1127,180000,2,1,2,35,18205,22876,26930,0
1128,360000,1,1,2,40,485,-15,-15,0
1129,150000,1,1,2,35,38808,39879,40589,0
1130,50000,3,1,2,37,49929,49667,780,0
1131,230000,1,1,2,36,105105,51584,44005,0
1132,150000,1,1,2,43,29076,14131,15112,0
1133,50000,2,2,2,37,33109,32856,27438,0
1134,250000,2,1,2,39,686,0,947,0
1135,210000,1,2,2,34,91152,92917,90651,0
1136,230000,1,2,2,35,5990,1677,2920,0
1137,90000,1,1,2,42,539,0,0,0
1138,2.00E+05,2,2,2,42,1507,0,218,0
1139,2.00E+05,1,1,2,38,1242,4006,941,0
1140,60000,1,1,2,40,495,330,495,0
1141,50000,2,1,2,36,38536,39891,41945,0
1142,3.00E+05,1,2,2,39,0,0,0,0
1143,1.00E+05,2,1,2,40,29109,0,0,0
1144,3.00E+05,1,2,2,35,5972,1854,2105,0
1145,170000,1,1,2,34,0,0,0,0
